Code id,Name,Description,Parent
TR_ERTD_DR_RT_PS,"Estimated Road Traffic Deaths, Death Rate","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
TR_RUD_4WV_RT_PS,"Road User Deaths, Four-Wheeled Vehicles","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
TR_RUD_2A3WV_RT_PS,"Road User Deaths, Two- and Three-Wheeled Vehicles","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
TR_RUD_CYC_RT_PS,"Road User Deaths, Cyclists","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
TR_RUD_PED_RT_PS,"Road User Deaths, Pedestrians","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
TR_RUD_OT_RT_PS,"Road User Deaths, Others","Death caused by a road traffic crash and occurring within 24 hours (Kiribati, the Federated States of Micronesia, Solomon Islands, Timor-Leste, Tonga ); 7 days (Azerbaijan, Bhutan, the People’s Republic of China,  Tajikistan, Turkmenistan, Viet  Nam);  30  days  (Armenia, Australia, Cambodia, Fiji, India, Indonesia, Japan, Kazakhstan, the Republic of Korea, Lao PDR , Malaysia, Mongolia, Myanmar, Nepal, New Zealand, Papua New Guinea, Singapore, Sri Lanka, Uzbekistan); unlimited time period (Afghanistan, the Cook Islands, Georgia, Maldives, the Philippines, Samoa, Thailand); within a year (the Kyrgyz Republic); no definition for other economies.",
IS_RRS_TOTL_KM,"Rail Lines, Total Route","Rail lines are the length of railway route available for train service, irrespective of the number of parallel tracks.",
IS_RRS_LPLA_KM_RT_PS,"Rail Network, Length per Land Area",Length of rail lines divided by the land area.,
IS_RRS_PASG_KM,Rail Indicators-Passengers Carried,Passengers carried by railway are the number of passengers transported by rail multiplied by kilometers traveled.,
IS_RRS_GOOD_MT_K6,Rail Indicators-Goods transported,"Goods transported by railway are the volume of goods transported by railway, measured in metric tons multiplied by kilometers traveled.",
IS_AIR_GOOD_MT_K1,Aviation Freight Transport,"The volume of aviation freight, express, and diplomatic bags carried on each flight stage (operation of an aircraft from takeoff to its next landing), measured in metric tons, multiplied by kilometers traveled.",
IS_SHP_GOOD_TU,Container Port Traffic,"Measures the flow of containers from land to sea transport modes, and vice versa, in twenty-foot equivalent units (TEU), a standard-size container. Data refer to coastal shipping as well as international journeys. Transshipment traffic is counted as two lifts at the intermediate port (once to offload and again as an outbound lift) and includes empty units.",
TR_RIN_TOT_RT_PS,"Road Indicators Network, Total","This includes both paved and unpaved roads. Paved roads are roads surfaced with crushed stone (macadam) with hydrocarbon binder or bituminized agents, with concrete, or with cobblestones. Unpaved roads are roads surfaced with a stabilized base, but not surfaced with crushed stone, hydrocarbon binder or bituminized agents, concrete, or cobblestones.",
IS_SHP_GCNW_XQ,Liner Shipping Connectivity Index,"The current version of the LSCI is generated from the following six components:  
(i) the number of scheduled ship calls per week in the economy; 
(ii) deployed annual capacity in TEU: total deployed capacity offered at the economy; 
(ii) the number of regular liner shipping services from and to the economy; 
(iv) the number of liner shipping companies that provide services from and to the economy; 
(v) the average size in TEU of the ships deployed by the scheduled service with the largest average vessel size; and 
(vi) the number of other economies that are connected to the economy through direct liner shipping services. ",
